[    0]    saccade ->   fixation (classify:20)
[    1]    saccade ->   fixation (ibdt:108)
[    2]    saccade ->   fixation (ibdt:108)
[    3]    saccade ->   fixation (ibdt:108)
[    4]    saccade ->   fixation (ibdt:108)
[    5]    saccade ->    pursuit (ibdt:108)
[    7]    saccade ->    pursuit (ibdt:108)
[    8]    saccade ->    pursuit (ibdt:108)
[    9]    saccade ->    pursuit (ibdt:108)
[   10]    saccade ->    pursuit (ibdt:108)
[   11]    saccade ->    pursuit (ibdt:108)
[   12]   fixation ->    pursuit (ibdt:108)
[   13]   fixation ->    pursuit (ibdt:108)
[   14]   fixation ->    pursuit (ibdt:108)
[   15]   fixation ->    pursuit (ibdt:108)
[   16]   fixation ->    pursuit (ibdt:108)
[   17]   fixation ->    pursuit (ibdt:108)
[   18]   fixation ->    pursuit (ibdt:108)
[   19]   fixation ->    pursuit (ibdt:108)
[   20]   fixation ->    pursuit (ibdt:108)
[   21]   fixation ->    pursuit (ibdt:108)
[   22]   fixation ->    pursuit (ibdt:108)
[   23]   fixation ->    pursuit (ibdt:108)
[   24]   fixation ->    pursuit (ibdt:108)
[   25]   fixation ->    pursuit (ibdt:108)
[   26]   fixation ->    pursuit (ibdt:108)
[   27]   fixation ->    pursuit (ibdt:108)
[   28]   fixation ->    pursuit (ibdt:108)
[   29]   fixation ->    pursuit (ibdt:108)
[   30]   fixation ->    pursuit (ibdt:108)
[   31]   fixation ->    pursuit (ibdt:108)
[   32]   fixation ->    pursuit (ibdt:108)
[   33]   fixation ->    pursuit (ibdt:108)
[   34]   fixation ->    pursuit (ibdt:108)
[   35]   fixation ->    pursuit (ibdt:108)
[   36]   fixation ->    pursuit (ibdt:108)
[   37]   fixation ->    pursuit (ibdt:108)
[   38]   fixation ->    pursuit (ibdt:108)
[   39]   fixation ->    pursuit (ibdt:108)
[   44]    saccade ->   fixation (ibdt:108)
[   45]    saccade ->   fixation (ibdt:108)
[   52]    saccade ->   fixation (ibdt:108)
[   53]    saccade ->   fixation (ibdt:108)
