[    0]    saccade ->   fixation (classify:20)
[    1]    saccade ->   fixation (ibdt:108)
[    2]    saccade ->   fixation (ibdt:108)
[    5]    saccade ->    pursuit (ibdt:108)
[    6]    saccade ->    pursuit (ibdt:108)
[    7]    saccade ->    pursuit (ibdt:108)
[    8]   fixation ->    pursuit (ibdt:108)
[    9]   fixation ->    pursuit (ibdt:108)
[   10]   fixation ->    pursuit (ibdt:108)
[   11]   fixation ->    pursuit (ibdt:108)
[   71]    saccade ->   fixation (ibdt:108)
[   75]    saccade ->   fixation (ibdt:108)
[   76]    saccade ->   fixation (ibdt:108)
[   77]    saccade ->   fixation (ibdt:108)
[   78]    saccade ->   fixation (ibdt:108)
[   79]    saccade ->   fixation (ibdt:108)
[   80]    saccade ->   fixation (ibdt:108)
[   81]    saccade ->   fixation (ibdt:108)
[   82]    saccade ->   fixation (ibdt:108)
[   83]    saccade ->   fixation (ibdt:108)
[   84]    saccade ->   fixation (ibdt:108)
[   85]    saccade ->    pursuit (ibdt:108)
[   86]    saccade ->    pursuit (ibdt:108)
[   87]    saccade ->    pursuit (ibdt:108)
[   88]   fixation ->    pursuit (ibdt:108)
[   89]   fixation ->    pursuit (ibdt:108)
[   90]   fixation ->    pursuit (ibdt:108)
[   91]   fixation ->    pursuit (ibdt:108)
[   92]   fixation ->    pursuit (ibdt:108)
[   93]   fixation ->    pursuit (ibdt:108)
[   94]   fixation ->    pursuit (ibdt:108)
[   95]   fixation ->    pursuit (ibdt:108)
[   96]   fixation ->    pursuit (ibdt:108)
[   97]   fixation ->    pursuit (ibdt:108)
[   98]   fixation ->    pursuit (ibdt:108)
[   99]   fixation ->    pursuit (ibdt:108)
[  100]   fixation ->    pursuit (ibdt:108)
[  101]   fixation ->    pursuit (ibdt:108)
[  102]   fixation ->    pursuit (ibdt:108)
[  103]   fixation ->    pursuit (ibdt:108)
[  104]   fixation ->    pursuit (ibdt:108)
[  105]   fixation ->    pursuit (ibdt:108)
[  106]   fixation ->    pursuit (ibdt:108)
