[   78]   fixation ->    saccade (ibdt:108)
[  107]    saccade ->   fixation (ibdt:108)
[  108]    saccade ->   fixation (ibdt:108)
[  109]    saccade ->   fixation (ibdt:108)
[  110]    saccade ->   fixation (ibdt:108)
[  111]    saccade ->   fixation (ibdt:108)
[  112]    saccade ->   fixation (ibdt:108)
[  113]    saccade ->   fixation (ibdt:108)
[  114]    saccade ->   fixation (ibdt:108)
[  115]    saccade ->   fixation (ibdt:108)
[  179]    saccade ->   fixation (ibdt:108)
[  180]    saccade ->   fixation (ibdt:108)
[  181]    saccade ->   fixation (ibdt:108)
[  182]    saccade ->   fixation (ibdt:108)
[  183]    saccade ->   fixation (ibdt:108)
[  184]    saccade ->   fixation (ibdt:108)
[  185]    saccade ->   fixation (ibdt:108)
[  186]    saccade ->   fixation (ibdt:108)
[  187]    saccade ->   fixation (ibdt:108)
[  188]    saccade ->   fixation (ibdt:108)
[  541]    saccade ->   fixation (ibdt:108)
[  542]    saccade ->   fixation (ibdt:108)
[  543]    saccade ->   fixation (ibdt:108)
[  544]    saccade ->   fixation (ibdt:108)
[  545]    saccade ->   fixation (ibdt:108)
[  546]    saccade ->   fixation (ibdt:108)
[  547]    saccade ->   fixation (ibdt:108)
[  548]    saccade ->   fixation (ibdt:108)
[  549]    saccade ->   fixation (ibdt:108)
[  761]    saccade ->   fixation (ibdt:108)
[  762]    saccade ->   fixation (ibdt:108)
[  763]    saccade ->   fixation (ibdt:108)
[  764]    saccade ->   fixation (ibdt:108)
[  765]    saccade ->   fixation (ibdt:108)
[  766]    saccade ->   fixation (ibdt:108)
[  767]    saccade ->   fixation (ibdt:108)
[  768]    saccade ->   fixation (ibdt:108)
[  769]    saccade ->   fixation (ibdt:108)
[  770]    saccade ->   fixation (ibdt:108)
[  771]    saccade ->   fixation (ibdt:108)
[  772]    saccade ->   fixation (ibdt:108)
[  773]    saccade ->   fixation (ibdt:108)
[  774]    saccade ->   fixation (ibdt:108)
[  775]    saccade ->   fixation (ibdt:108)
[  776]    saccade ->   fixation (ibdt:108)
[  777]    saccade ->   fixation (ibdt:108)
[  778]    saccade ->   fixation (ibdt:108)
[  779]    saccade ->   fixation (ibdt:108)
[  789]   fixation ->    pursuit (ibdt:108)
[  790]   fixation ->    pursuit (ibdt:108)
[  791]   fixation ->    pursuit (ibdt:108)
[  792]   fixation ->    pursuit (ibdt:108)
[  793]   fixation ->    pursuit (ibdt:108)
[  794]   fixation ->    pursuit (ibdt:108)
[  795]   fixation ->    pursuit (ibdt:108)
[  796]   fixation ->    pursuit (ibdt:108)
[  797]   fixation ->    pursuit (ibdt:108)
[  798]   fixation ->    pursuit (ibdt:108)
[  799]   fixation ->    pursuit (ibdt:108)
[  800]   fixation ->    pursuit (ibdt:108)
[  801]   fixation ->    pursuit (ibdt:108)
[  802]   fixation ->    pursuit (ibdt:108)
[  803]   fixation ->    pursuit (ibdt:108)
[  804]   fixation ->    pursuit (ibdt:108)
[  805]   fixation ->    pursuit (ibdt:108)
[  806]   fixation ->    pursuit (ibdt:108)
[  807]   fixation ->    pursuit (ibdt:108)
[  808]   fixation ->    pursuit (ibdt:108)
[  809]   fixation ->    pursuit (ibdt:108)
[  810]   fixation ->    pursuit (ibdt:108)
[  811]   fixation ->    pursuit (ibdt:108)
[  812]   fixation ->    pursuit (ibdt:108)
[  813]   fixation ->    pursuit (ibdt:108)
[  924]    saccade ->   fixation (ibdt:108)
[  925]    saccade ->   fixation (ibdt:108)
[  926]    saccade ->   fixation (ibdt:108)
[  927]    saccade ->   fixation (ibdt:108)
[  928]    saccade ->   fixation (ibdt:108)
[  929]    saccade ->   fixation (ibdt:108)
[  930]    saccade ->   fixation (ibdt:108)
[  931]    saccade ->   fixation (ibdt:108)
[  932]    saccade ->   fixation (ibdt:108)
[  933]    saccade ->   fixation (ibdt:108)
[  934]    pursuit ->   fixation (ibdt:108)
[  935]    pursuit ->   fixation (ibdt:108)
[  936]    pursuit ->   fixation (ibdt:108)
[  937]    pursuit ->   fixation (ibdt:108)
[  938]    pursuit ->   fixation (ibdt:108)
[  939]    pursuit ->   fixation (ibdt:108)
[  940]    pursuit ->   fixation (ibdt:108)
[  941]    pursuit ->   fixation (ibdt:108)
[  942]    pursuit ->   fixation (ibdt:108)
[  943]    pursuit ->   fixation (ibdt:108)
[  944]    pursuit ->   fixation (ibdt:108)
[  945]    pursuit ->   fixation (ibdt:108)
[  946]    pursuit ->   fixation (ibdt:108)
[  947]    pursuit ->   fixation (ibdt:108)
[  948]    pursuit ->   fixation (ibdt:108)
[  949]    pursuit ->   fixation (ibdt:108)
[  950]    pursuit ->   fixation (ibdt:108)
[  951]    pursuit ->   fixation (ibdt:108)
[  952]    pursuit ->   fixation (ibdt:108)
[  953]    pursuit ->   fixation (ibdt:108)
[  954]    pursuit ->   fixation (ibdt:108)
[  955]    pursuit ->   fixation (ibdt:108)
[  956]    pursuit ->   fixation (ibdt:108)
[  957]    pursuit ->   fixation (ibdt:108)
[  958]    pursuit ->   fixation (ibdt:108)
[  959]    pursuit ->   fixation (ibdt:108)
[  960]    pursuit ->   fixation (ibdt:108)
[  961]    pursuit ->   fixation (ibdt:108)
[  962]    pursuit ->   fixation (ibdt:108)
[  963]    pursuit ->   fixation (ibdt:108)
[  964]    pursuit ->   fixation (ibdt:108)
[  965]    pursuit ->   fixation (ibdt:108)
[  966]    pursuit ->   fixation (ibdt:108)
[  967]    pursuit ->   fixation (ibdt:108)
[  968]    pursuit ->   fixation (ibdt:108)
[  969]    pursuit ->   fixation (ibdt:108)
[  970]    pursuit ->   fixation (ibdt:108)
[  971]    pursuit ->   fixation (ibdt:108)
[  972]    pursuit ->   fixation (ibdt:108)
[  973]    pursuit ->   fixation (ibdt:108)
[  974]    pursuit ->   fixation (ibdt:108)
[  975]    pursuit ->   fixation (ibdt:108)
[  976]    pursuit ->   fixation (ibdt:108)
[  977]    pursuit ->   fixation (ibdt:108)
[  978]    pursuit ->   fixation (ibdt:108)
[  979]    pursuit ->   fixation (ibdt:108)
[  980]    pursuit ->   fixation (ibdt:108)
[  981]    pursuit ->   fixation (ibdt:108)
[  982]    pursuit ->   fixation (ibdt:108)
[  983]    pursuit ->   fixation (ibdt:108)
[  984]    pursuit ->   fixation (ibdt:108)
