[    0]    saccade ->   fixation (classify:20)
[    2]    saccade ->   fixation (ibdt:108)
[    3]    saccade ->   fixation (ibdt:108)
[    4]    saccade ->   fixation (ibdt:108)
[    5]    saccade ->    pursuit (ibdt:108)
[    6]    saccade ->    pursuit (ibdt:108)
[    7]    saccade ->    pursuit (ibdt:108)
[    8]    saccade ->    pursuit (ibdt:108)
[    9]    saccade ->    pursuit (ibdt:108)
[   10]    saccade ->    pursuit (ibdt:108)
[   11]    saccade ->    pursuit (ibdt:108)
[   12]    saccade ->    pursuit (ibdt:108)
[   13]   fixation ->    pursuit (ibdt:108)
[   14]   fixation ->    pursuit (ibdt:108)
[   58]    saccade ->   fixation (ibdt:108)
[   59]    saccade ->   fixation (ibdt:108)
[   61]    saccade ->   fixation (ibdt:108)
[   63]    saccade ->   fixation (ibdt:108)
[   64]    saccade ->   fixation (ibdt:108)
[  106]    saccade ->   fixation (ibdt:108)
[  107]    saccade ->   fixation (ibdt:108)
[  108]    saccade ->   fixation (ibdt:108)
[  109]    saccade ->   fixation (ibdt:108)
[  110]    saccade ->   fixation (ibdt:108)
[  111]    saccade ->   fixation (ibdt:108)
[  165]    saccade ->   fixation (ibdt:108)
[  166]    saccade ->   fixation (ibdt:108)
[  170]    saccade ->   fixation (ibdt:108)
[  171]    saccade ->   fixation (ibdt:108)
[  230]    saccade ->   fixation (ibdt:108)
[  231]    saccade ->   fixation (ibdt:108)
[  236]    saccade ->   fixation (ibdt:108)
[  237]    saccade ->   fixation (ibdt:108)
[  238]    saccade ->   fixation (ibdt:108)
[  270]    saccade ->   fixation (ibdt:108)
[  271]    saccade ->   fixation (ibdt:108)
[  272]    saccade ->   fixation (ibdt:108)
[  273]    saccade ->   fixation (ibdt:108)
[  274]    saccade ->   fixation (ibdt:108)
[  275]    saccade ->   fixation (ibdt:108)
[  277]    saccade ->   fixation (ibdt:108)
[  442]    saccade ->   fixation (ibdt:108)
[  443]    saccade ->   fixation (ibdt:108)
[  446]    saccade ->   fixation (ibdt:108)
[  452]    saccade ->   fixation (ibdt:108)
[  453]    saccade ->   fixation (ibdt:108)
[  454]    saccade ->   fixation (ibdt:108)
[  495]    saccade ->   fixation (ibdt:108)
[  504]    saccade ->   fixation (ibdt:108)
[  505]    saccade ->   fixation (ibdt:108)
[  506]    saccade ->   fixation (ibdt:108)
[  546]    saccade ->   fixation (ibdt:108)
[  547]    saccade ->   fixation (ibdt:108)
[  548]    saccade ->   fixation (ibdt:108)
[  550]    saccade ->   fixation (ibdt:108)
[  551]    saccade ->   fixation (ibdt:108)
[  552]    saccade ->   fixation (ibdt:108)
[  614]    saccade ->   fixation (ibdt:108)
[  615]    saccade ->   fixation (ibdt:108)
[  616]    saccade ->   fixation (ibdt:108)
[  620]    saccade ->   fixation (ibdt:108)
[  621]    saccade ->   fixation (ibdt:108)
[  622]    saccade ->   fixation (ibdt:108)
[  623]    saccade ->   fixation (ibdt:108)
[  664]    saccade ->   fixation (ibdt:108)
[  665]    saccade ->   fixation (ibdt:108)
[  670]    saccade ->   fixation (ibdt:108)
[  671]    saccade ->   fixation (ibdt:108)
[  672]    saccade ->   fixation (ibdt:108)
[  673]    saccade ->   fixation (ibdt:108)
[  742]    saccade ->   fixation (ibdt:108)
[  746]    saccade ->   fixation (ibdt:108)
[  747]    saccade ->   fixation (ibdt:108)
[  748]    saccade ->   fixation (ibdt:108)
[  749]    saccade ->   fixation (ibdt:108)
[  750]    saccade ->   fixation (ibdt:108)
[  801]    saccade ->   fixation (ibdt:108)
[  802]    saccade ->   fixation (ibdt:108)
[  803]    saccade ->   fixation (ibdt:108)
[  807]    saccade ->   fixation (ibdt:108)
[  808]    saccade ->   fixation (ibdt:108)
[  809]    saccade ->   fixation (ibdt:108)
[  849]   fixation ->    pursuit (ibdt:108)
[  850]   fixation ->    pursuit (ibdt:108)
[  851]   fixation ->    pursuit (ibdt:108)
[  852]   fixation ->    pursuit (ibdt:108)
[  853]   fixation ->    pursuit (ibdt:108)
[  854]   fixation ->    pursuit (ibdt:108)
[  855]   fixation ->    pursuit (ibdt:108)
[  856]   fixation ->    pursuit (ibdt:108)
[  857]   fixation ->    pursuit (ibdt:108)
[  858]   fixation ->    pursuit (ibdt:108)
[  859]   fixation ->    pursuit (ibdt:108)
[  860]   fixation ->    pursuit (ibdt:108)
[  861]   fixation ->    pursuit (ibdt:108)
[  862]   fixation ->    pursuit (ibdt:108)
[  863]   fixation ->    pursuit (ibdt:108)
[  864]   fixation ->    pursuit (ibdt:108)
[  865]   fixation ->    pursuit (ibdt:108)
[  866]   fixation ->    pursuit (ibdt:108)
[  867]    saccade ->    pursuit (ibdt:108)
[  868]    saccade ->    pursuit (ibdt:108)
[  870]    saccade ->    pursuit (ibdt:108)
[  871]    saccade ->    pursuit (ibdt:108)
[  872]    saccade ->    pursuit (ibdt:108)
[  873]    saccade ->    pursuit (ibdt:108)
[  874]    saccade ->    pursuit (ibdt:108)
[  875]   fixation ->    pursuit (ibdt:108)
[  876]   fixation ->    pursuit (ibdt:108)
[  877]   fixation ->    pursuit (ibdt:108)
[  878]   fixation ->    pursuit (ibdt:108)
[  879]   fixation ->    pursuit (ibdt:108)
[  880]   fixation ->    pursuit (ibdt:108)
[  881]   fixation ->    pursuit (ibdt:108)
[  882]   fixation ->    pursuit (ibdt:108)
[  883]   fixation ->    pursuit (ibdt:108)
[  884]   fixation ->    pursuit (ibdt:108)
[  885]   fixation ->    pursuit (ibdt:108)
[  886]   fixation ->    pursuit (ibdt:108)
[  887]   fixation ->    pursuit (ibdt:108)
[  888]   fixation ->    pursuit (ibdt:108)
[  889]   fixation ->    pursuit (ibdt:108)
[  890]   fixation ->    pursuit (ibdt:108)
[  891]   fixation ->    pursuit (ibdt:108)
[  892]   fixation ->    pursuit (ibdt:108)
[  893]   fixation ->    pursuit (ibdt:108)
[  894]   fixation ->    pursuit (ibdt:108)
[  895]   fixation ->    pursuit (ibdt:108)
[  896]   fixation ->    pursuit (ibdt:108)
[  897]   fixation ->    pursuit (ibdt:108)
[  898]   fixation ->    pursuit (ibdt:108)
[  899]   fixation ->    pursuit (ibdt:108)
[  900]   fixation ->    pursuit (ibdt:108)
[  901]   fixation ->    pursuit (ibdt:108)
[  902]   fixation ->    pursuit (ibdt:108)
[  903]   fixation ->    pursuit (ibdt:108)
[  904]   fixation ->    pursuit (ibdt:108)
[  905]   fixation ->    pursuit (ibdt:108)
[  906]   fixation ->    pursuit (ibdt:108)
[  907]   fixation ->    pursuit (ibdt:108)
[  908]   fixation ->    pursuit (ibdt:108)
